path,file_name,sentence
/Audio_Dataset/Reciters/078/001/078001_01.wav,078001_01.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_02.wav,078001_02.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_03.wav,078001_03.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_04.wav,078001_04.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_05.wav,078001_05.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_06.wav,078001_06.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_07.wav,078001_07.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_08.wav,078001_08.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_09.wav,078001_09.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_10.wav,078001_10.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_11.wav,078001_11.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_12.wav,078001_12.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_13.wav,078001_13.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_14.wav,078001_14.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_15.wav,078001_15.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_16.wav,078001_16.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_17.wav,078001_17.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_18.wav,078001_18.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_19.wav,078001_19.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_20.wav,078001_20.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_21.wav,078001_21.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_22.wav,078001_22.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_23.wav,078001_23.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_24.wav,078001_24.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_25.wav,078001_25.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_26.wav,078001_26.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_27.wav,078001_27.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_28.wav,078001_28.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_29.wav,078001_29.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/001/078001_30.wav,078001_30.wav,عَمَّ يَتَسَاءَلُونَ
/Audio_Dataset/Reciters/078/002/078002_01.wav,078002_01.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_02.wav,078002_02.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_03.wav,078002_03.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_04.wav,078002_04.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_05.wav,078002_05.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_06.wav,078002_06.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_07.wav,078002_07.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_08.wav,078002_08.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_09.wav,078002_09.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_10.wav,078002_10.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_11.wav,078002_11.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_12.wav,078002_12.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_13.wav,078002_13.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_14.wav,078002_14.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_15.wav,078002_15.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_16.wav,078002_16.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_17.wav,078002_17.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_18.wav,078002_18.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_19.wav,078002_19.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_20.wav,078002_20.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_21.wav,078002_21.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_22.wav,078002_22.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_23.wav,078002_23.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_24.wav,078002_24.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_25.wav,078002_25.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_26.wav,078002_26.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_27.wav,078002_27.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_28.wav,078002_28.wav,عَنِ النَّبَإِ الْعَظِيمِ
/Audio_Dataset/Reciters/078/002/078002_29.wav,078002_29.wav,عَنِ النَّبَإِ الْعَظِيمِ
